Index,Sentence,Options,Label
2334,"No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.","A. Lester made the dance team by the skin of his teeth since the audition was about to be closed.
B. The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.
C. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.
D. She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.",C
2335,Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.,"A. To avoid burning your hands, use oven mitts when removing the cake, as it will be hot unlike how it is now.
B. He collapsed after he ran for the marathon.
C. You can’t just sell all of your shares when the market is low; look before you leap. Tomorrow, it is possible the shares may rebound.
D. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.",C
2336,Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.,"A. It is better to gauge others before taking such political stands these days. You never know who is on your side and who will cause you harm for it.
B. It's hard to love with a broken heart.
C. Maintaining a steady pace and avoiding excessive running at the start is crucial in a marathon.
D. I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.",A
2337,Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.,"A. People in the village say that the house is haunted by the ghost of the lady that lived here many years back. So, my father decides to wait to buy it so he can take more opinions from different people.
B. Be thankful for the sunshine this summer because it only appears briefly during the winter.
C. Soon after, Garry realized that Hannah was avoiding making the presentation by pretending to be occupied by personal issues, he planned to approach her about it if she repeated it again.
D. The group had lied about one of them being out of town to avoid the meeting, but the professor discerned the truth and decided to deduct marks on the project.",A
2338,Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.,"A. Don’t invest all your money in the stock market, you should never put all your eggs in one basket.
B. Gary started investing his money and time in creating a small garden for himself during the off season. Gary regrets not planning and starting during the spring and summer season when results are more visible.
C. Although she realized the mistake a week after the incident, she waited two years before finally apologizing and confessing.
D. A forest grew near the river.",B
2339,Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.,"A. Claire always thought that Max was unkind and rude because of his edgy fashion sense. But once she learned how kind and sensitive he was, she was surprised.
B. Mary wanted a big dog house for the dogs but Peter couldn't afford to build her one so she made one from the carboard boxes.
C. No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.
D. Harry prepared tirelessly for the final race and put in each and every ounce of energy he had into the training.",C
2340,The deal was finally in the bag after a few rounds of tough negotiations.,"A. The game was won when the team broke the tie and scored their third goal.
B. He spent years trying to avoid paying taxes, and now he's facing nearly 10 years in prison for it.
C. Samantha was more than happy when she realised David had kept her trust by not going to the event.
D. Linda's demeanor changes whenever her husband is around. She feels she can be her true self whenever she's with him.",A
2341,The deal was finally in the bag after a few rounds of tough negotiations.,"A. Although he isn't my favorite singer, my brother absolutely adores his vocals and techniques.
B. She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.
C. The technical lead informed the team that they have to follow his ideas for the project to be completed without question or risk failure.
D. After months of hard campaigning, the politician had all but secured the election.",D
2342,The deal was finally in the bag after a few rounds of tough negotiations.,"A. Post graduation, Emily decided to not go for any jobs but instead chose to travel and paint for enjoyment.
B. The savvy politician had a secret plan that could make him win. At the last moment, he revealed a scandalous secret about his opponent.
C. The job was finally his after the last interview that went well.
D. When Juli's favorite tree had fallen over, her father created a painting of it and said there was nothing else they could do.",C
2343,The deal was finally in the bag after a few rounds of tough negotiations.,"A. I have had a great time in college, but tomorrow I will be graduating.
B. He danced off his sugar high then promptly fell asleep.
C. Don't be greedy, just take whatever they offer you as if you negotiate too much they might take the offer back.
D. Everyone thought that he would lose, but he made a comeback through herculean effort.",D
2344,The deal was finally in the bag after a few rounds of tough negotiations.,"A. Having received recognition from the management for his diligence, he got the promotion.
B. People work their hardest to attain something only when it is necessary for them.
C. No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.
D. There is no point in regretting your approach after you've had the interview. Move on to the next one.",A
2345,The game was won when the team broke the tie and scored their third goal.,"A. The company was apologetic for not being able to pay the holiday bonus to employees.
B. Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.
C. The deal was finally in the bag after a few rounds of tough negotiations.
D. The parent tries to instill bits of knowledge in their child by simple communication.",C
2346,The game was won when the team broke the tie and scored their third goal.,"A. I would rather use my old pan for cooking than buy the new utensil with fancy features.
B. He never told her about his feelings but everytime he met her, he was caring towards her.
C. After months of hard campaigning, the politician had all but secured the election.
D. I love to talk to people who know about computers because I enjoy learning about computers.",C
2347,The game was won when the team broke the tie and scored their third goal.,"A. There is no point in regretting your approach after you've had the interview. Move on to the next one.
B. Enjoy the honeymoon period of your marriage as much as you can before it passes.
C. Had she brought the chicken for the birthday party as planned, we wouldn't have got the chance to taste the delicious pasta she made.
D. The job was finally his after the last interview that went well.",D
2348,The game was won when the team broke the tie and scored their third goal.,"A. It is better to gauge others before taking such political stands these days. You never know who is on your side and who will cause you harm for it.
B. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.
C. Everyone thought that he would lose, but he made a comeback through herculean effort.
D. I told my wife I will compromise on most of the things but on holidays I can do whatever I want.",C
2349,The game was won when the team broke the tie and scored their third goal.,"A. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.
B. Since he had nothing else to do during the break, he kept obsessing over his previous girlfriend.
C. He made the final cut to the university just by a small margin.
D. Having received recognition from the management for his diligence, he got the promotion.",D
2350,"After months of hard campaigning, the politician had all but secured the election.","A. The deal was finally in the bag after a few rounds of tough negotiations.
B. He was called on national television to talk about his crimes for everyone to listen directly from the serial killer.
C. She thinks he is the most attractive man in the world, even though others perceive him as ordinary.
D. After working two years for the company she was burned out.",A
2351,"After months of hard campaigning, the politician had all but secured the election.","A. Andy opened the window blinds to see the sun rising. The dark room was brighly lit in a few hours.
B. In this part of town, there are always guys trying to deceitfully pass off cheap watches as authentic Rolexes.
C. The game was won when the team broke the tie and scored their third goal.
D. Ron comes up with detailed and complex pranks because he is not given any responsibilities towards anything.",C
2352,"After months of hard campaigning, the politician had all but secured the election.","A. We should submit the courses we want to register as early as possible so that we can get a seat.
B. I took three years instead of one to finish the training program, but at least I have the credential now.
C. Although Lexi looks like an airhead, she is one of the wisest people I have ever met.
D. The job was finally his after the last interview that went well.",D
2353,"After months of hard campaigning, the politician had all but secured the election.","A. The boy who cried wolf got his comeuppance once the wolves really came.
B. Now that we're friends, we can let bygones be bygones.
C. The strong winds snapped many of the cables supporting the cellphone tower.
D. Everyone thought that he would lose, but he made a comeback through herculean effort.",D
2354,"After months of hard campaigning, the politician had all but secured the election.","A. Having received recognition from the management for his diligence, he got the promotion.
B. The way the book is written, I get distracted by the peculiar grammar and word choice and can't learn anything from it.
C. If the workers cannot work for 20 hours a week, they can quit.
D. Mary should not have dropped out of school to follow in the footsteps of her favorite writer.",A
2355,The job was finally his after the last interview that went well.,"A. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.
B. The deal was finally in the bag after a few rounds of tough negotiations.
C. Lets meet him and ask about the robbery. Since he is the one who was robbed, it would be much more thrilling to hear.
D. He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.",B
2356,The job was finally his after the last interview that went well.,"A. The game was won when the team broke the tie and scored their third goal.
B. When Juli's favorite tree had fallen over, her father created a painting of it and said there was nothing else they could do.
C. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.
D. Sam decided not to engage with Peter in a friendly manner anymore after he made fun of her about her insecurities.",A
2357,The job was finally his after the last interview that went well.,"A. After months of hard campaigning, the politician had all but secured the election.
B. You can't pour from an empty cup.
C. After losing half of the soldiers, they had no other option but to use the tank to fight.
D. The poker player liked the hand he was dealt and kept calling until he had staked all his money.",A
2358,The job was finally his after the last interview that went well.,"A. It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this.
B. In this part of town, there are always guys trying to deceitfully pass off cheap watches as authentic Rolexes.
C. Everyone thought that he would lose, but he made a comeback through herculean effort.
D. The journalist thought the life of the famous actress was extraordinary, only to realize later that it was not what it looks like.",C
2359,The job was finally his after the last interview that went well.,"A. If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.
B. Having received recognition from the management for his diligence, he got the promotion.
C. These files require a throrough look, don't skim through them quickly.
D. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.",B
2360,"Everyone thought that he would lose, but he made a comeback through herculean effort.","A. The deal was finally in the bag after a few rounds of tough negotiations.
B. John brought out one dish after another onto the dining room table. Soon, all the guests began gathering around.
C. The soccer club is divided into groups of people from the same region who practice often with each other.
D. The doctor had an important surgery the next day, so he asked the staff to not interrupt him with any minor tasks.",A
2361,"Everyone thought that he would lose, but he made a comeback through herculean effort.","A. The congressman became so involved in the wording of his bill that he did not realize that the bill could never pass.
B. The game was won when the team broke the tie and scored their third goal.
C. Sally owns a pet dog; the dog always wiggles its tails and sits next to Sally's father more than anyone else.
D. The drawing shows me at one glance, what a book can only show me in many pages.",B
2362,"Everyone thought that he would lose, but he made a comeback through herculean effort.","A. Karen is upset with Sandy for not telling her about her plans for the summer.
B. Mary often boasted of her rose garden to be the best garden in the city. But in reality it is nothing but ordinary.
C. After months of hard campaigning, the politician had all but secured the election.
D. I am absolutely terrified of skydiving, but I think once in my life, I will give it a whirl.",C
2363,"Everyone thought that he would lose, but he made a comeback through herculean effort.","A. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.
B. It is not that cold today, but I'd still go by car since I can't afford to get sick.
C. Gary started investing his money and time in creating a small garden for himself during the off season. Gary regrets not planning and starting during the spring and summer season when results are more visible.
D. The job was finally his after the last interview that went well.",D
2364,"Everyone thought that he would lose, but he made a comeback through herculean effort.","A. Having received recognition from the management for his diligence, he got the promotion.
B. Don’t lie to land a job, remember that honesty is the best policy.
C. Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.
D. Hearing the startup give its business pitch was more informative than any of their marketing and advertising.",A
2365,"Having received recognition from the management for his diligence, he got the promotion.","A. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.
B. Although he isn't my favorite singer, my brother absolutely adores his vocals and techniques.
C. The deal was finally in the bag after a few rounds of tough negotiations.
D. I would rather use my old pan for cooking than buy the new utensil with fancy features.",C
2366,"Having received recognition from the management for his diligence, he got the promotion.","A. Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.
B. He was called on national television to talk about his crimes for everyone to listen directly from the serial killer.
C. It looks easy but it is very hard to drive a car in this traffic. Only experienced drivers can navigate this chaos.
D. The game was won when the team broke the tie and scored their third goal.",D
2367,"Having received recognition from the management for his diligence, he got the promotion.","A. He made the final cut to the university just by a small margin.
B. Many students came to study under the guru.
C. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.
D. After months of hard campaigning, the politician had all but secured the election.",D
2368,"Having received recognition from the management for his diligence, he got the promotion.","A. Victor thought acting is an easy and useless job until he joined a theater class and performed for the first time. He realised it is an art form not everyone can master.
B. The job was finally his after the last interview that went well.
C. All that glitters is not gold.
D. Since both of our favourite teams have lost, lets enjoy the world cup together and not fight.",B
2369,"Having received recognition from the management for his diligence, he got the promotion.","A. The music producer selects a less liked song from his collection for his least favorite client.
B. Everyone thought that he would lose, but he made a comeback through herculean effort.
C. No light can be found from an unlit candle.
D. Let Mike share the incident with you as he is the one who went through it and will be able to give enough details.",B
2370,"They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.","A. He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.
B. It is better to use a map with directions than reading the instructions on how to arrive at the event.
C. Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.
D. The wife told the husband that since she is in charge of the kitchen, the family will eat what she makes or go hungry.",C
2371,"They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.","A. After the team’s defeat last season, they fired their manager and have decided to give it their all to win the title this season.
B. She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.
C. My sister cannot sleep in a dark room due to her fears, but she wants to challenge herself someday.
D. Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.",D
2372,"They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.","A. After working two years for the company she was burned out.
B. The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.
C. Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.
D. Frank has never tried to write a computer program before as he finds computers daunting. But last time we met, he said he will go for it.",C
2373,"They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.","A. Don't you know he is the president of the United States?!.
B. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.
C. She thinks he is the most attractive man in the world, even though others perceive him as ordinary.
D. You can't write from an inkless pen.",B
2374,"They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.","A. All the songs on her album are amazing, but the last one is the one that ruins the vibe.
B. Since both of our favourite teams have lost, lets enjoy the world cup together and not fight.
C. I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.
D. A large suburban community has developed outside the city center over the past few decades.",A
2375,Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.,"A. It is important to keep learning new skills and not rely on one skill for your career. With emerging technology, current skills may become outdated in the future.
B. She thinks he is the most attractive man in the world, even though others perceive him as ordinary.
C. If you had come earlier with your computer, it would have been possible to fix the malfunction. But now, you may need to buy a new one.
D. They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.",D
2376,Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.,"A. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.
B. The group managed to finish the project just in time and submitted the report two minutes before the deadline.
C. Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.
D. As someone with social anxiety, joining the debate club many years ago led me to become a powerful and persuasive public speaker.",C
2377,Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.,"A. Don't you know he is the president of the United States?!.
B. Soon after, Garry realized that Hannah was avoiding making the presentation by pretending to be occupied by personal issues, he planned to approach her about it if she repeated it again.
C. Part of the state budget comes from the federal government’s contentious spending package.
D. Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.",D
2378,Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.,"A. I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.
B. I would rather use my old pan for cooking than buy the new utensil with fancy features.
C. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.
D. You can't write from an inkless pen.",C
2379,Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.,"A. The way he's obsessing over one doorknob when we're renovating the entire house makes me think that he can't see the larger picture.
B. Mary prefered to learn from the diagrams of the processes than from the notes describing them as they gave her a better idea.
C. All the songs on her album are amazing, but the last one is the one that ruins the vibe.
D. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.",C
2380,Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.,"A. They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.
B. Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.
C. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.
D. I'm sorry to disappoint you but you're not allowed in this party anymore. You're on the blocklist!.",A
2381,Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.,"A. Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.
B. Harry prepared tirelessly for the final race and put in each and every ounce of energy he had into the training.
C. The company was apologetic for not being able to pay the holiday bonus to employees.
D. How can you expect to not to fail if you didn't study for the test at all?.",A
2382,Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.,"A. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.
B. Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.
C. I hold it against him for not treating me with respect.
D. A soft breeze blew after the gust of wind shook down the shacks.",B
2383,Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.,"A. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.
B. Since both of our favourite teams have lost, lets enjoy the world cup together and not fight.
C. The deal was finally in the bag after a few rounds of tough negotiations.
D. My tiny daily coffee expenses are draining up all my income.",A
2384,Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.,"A. The painter did not have the yellow color with him so had to paint with red, making his painting famous for its unconventional choice.
B. The father told the son that it was his way or the highway when the son came back home drunk.
C. All the songs on her album are amazing, but the last one is the one that ruins the vibe.
D. I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.",C
2385,"Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.","A. They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.
B. People in the village say that the house is haunted by the ghost of the lady that lived here many years back. So, my father decides to wait to buy it so he can take more opinions from different people.
C. The job was finally his after the last interview that went well.
D. After seeing Tim being disappointed over not making the basketball team, Barry advised him to stray away from his emotions and work hard to try again next year.",A
2386,"Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.","A. A broken cup can no longer contain its coffee.
B. It would have been okay if you had discussed the problem right then and there. Now, it's too late and a lot of work is required to rectify this.
C. The father told the son that it was his way or the highway when the son came back home drunk.
D. Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.",D
2387,"Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.","A. Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.
B. The father told the son that it was his way or the highway when the son came back home drunk.
C. We have been waiting for you for 3 hours, but that's okay. It’s better late than never.
D. They think they’ve won the contract but we’ve still got a couple of ideas to win it back.",A
2388,"Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.","A. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.
B. Having received recognition from the management for his diligence, he got the promotion.
C. Samantha was more than happy when she realised David had kept her trust by not going to the event.
D. Larry was upset even months after breaking up with Samantha. So, Mary, his sister finally told him that there is no point in dwelling over it since Samantha has moved on.",A
2389,"Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.","A. All the songs on her album are amazing, but the last one is the one that ruins the vibe.
B. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.
C. Please don’t bother me today with any calls, I have bigger fish to fry.
D. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.",A
2390,"The A team is the best one as it has the best players except Ron, who often negates the others' efforts.","A. They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.
B. Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.
C. Many students came to study under the guru.
D. Just because your roommate never cleans up after himself doesn't mean you should too.",A
2391,"The A team is the best one as it has the best players except Ron, who often negates the others' efforts.","A. Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.
B. When the season changes, we won't have access to such delicious mangoes. So, devour them.
C. The corporation threw in more and more money to fix the problem.
D. The war was finally over and the countries decided to maintain friendly relations with each other.",A
2392,"The A team is the best one as it has the best players except Ron, who often negates the others' efforts.","A. The technical lead informed the team that they have to follow his ideas for the project to be completed without question or risk failure.
B. She thinks he is the most attractive man in the world, even though others perceive him as ordinary.
C. People in the village say that the house is haunted by the ghost of the lady that lived here many years back. So, my father decides to wait to buy it so he can take more opinions from different people.
D. Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.",D
2393,"The A team is the best one as it has the best players except Ron, who often negates the others' efforts.","A. By that time, my friend was broke, so he had to sell his house.
B. Andy played hooky from work for a week saying he was sick, now he is on very thin ice according to his boss.
C. Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.
D. The way the book is written, I get distracted by the peculiar grammar and word choice and can't learn anything from it.",C
2394,"The A team is the best one as it has the best players except Ron, who often negates the others' efforts.","A. All the songs on her album are amazing, but the last one is the one that ruins the vibe.
B. Let Mike share the incident with you as he is the one who went through it and will be able to give enough details.
C. Her ideas were challenged as she read book after book.
D. The incharge was overjoyed to see that the floor had finally been cleaned properly by the new hire and was no longer slippery.",A
2395,"All the songs on her album are amazing, but the last one is the one that ruins the vibe.","A. It takes a lot of effort to write a novel, so do not think writers do nothing worthy.
B. They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.
C. Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.
D. He spent years trying to avoid paying taxes, and now he's facing nearly 10 years in prison for it.",B
2396,"All the songs on her album are amazing, but the last one is the one that ruins the vibe.","A. Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.
B. By writing simple code first, one can eventually master the art of coding complex algorithms.
C. When the site was just discovered and undeveloped, Larry was able to purchase the home for a low price. Now, the price has risen to the point where even Will cannot afford it.
D. Sometimes I feel I should have gone for my master’s degree like you instead of this job. Well, the grass is always greener on the other side.",A
2397,"All the songs on her album are amazing, but the last one is the one that ruins the vibe.","A. In this part of town, there are always guys trying to deceitfully pass off cheap watches as authentic Rolexes.
B. I hold it against him for not treating me with respect.
C. Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.
D. I can just watch the adaptation instead of reading the 5 massive books the adaptation was based on.",C
2398,"All the songs on her album are amazing, but the last one is the one that ruins the vibe.","A. He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.
B. The manager saw that Silvy was passing on her clients for hair appointments to other professionals but was showing up for tips; she decided to fire her the next time.
C. Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.
D. As they say, every cloud has a silver lining. If we hadn't missed the plane, we would never have met you.",C
2399,"All the songs on her album are amazing, but the last one is the one that ruins the vibe.","A. Sarah wanted to book the honeymoon tickets before she had even been proposed to.
B. I can see that you are beside yourself with joy at being selected for the job, congratulations.
C. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.
D. It's hard to love with a broken heart.",C
2400,"If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.","A. After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.
B. How can you expect to not to fail if you didn't study for the test at all?.
C. After working two years for the company she was burned out.
D. But if you look at the bright side you got to learn so much from the experience.",B
2401,"If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.","A. Frank finally had a good sleep in his childhood bed when he returned to the familiarity of his home country after years of working in faraway lands.
B. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.
C. Fred built an immense fortune by swindling others, but he lost it all when someone swindled him.
D. People in the village say that the house is haunted by the ghost of the lady that lived here many years back. So, my father decides to wait to buy it so he can take more opinions from different people.",C
2402,"If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.","A. The company was apologetic for not being able to pay the holiday bonus to employees.
B. He spent years trying to avoid paying taxes, and now he's facing nearly 10 years in prison for it.
C. Let's forget what happened and work on the project together.
D. The corporation threw in more and more money to fix the problem.",B
2403,"If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.","A. Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.
B. Wow, your kid just graduated middle schoool! You must be filled with pride and joy.
C. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.
D. Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.",C
2404,"If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.","A. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.
B. The boy who cried wolf got his comeuppance once the wolves really came.
C. Claire always thought that Max was unkind and rude because of his edgy fashion sense. But once she learned how kind and sensitive he was, she was surprised.
D. Let Sam share the story of the movie herself as she was the one who went to watch it.",B
2405,How can you expect to not to fail if you didn't study for the test at all?.,"A. While people believed it was impossible to escape from the secret police, Peter somehow managed to do so successfully, albeit a bit close for comfort.
B. If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.
C. Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.
D. Even though I lost everything in the fire, I ended up moving to Arkansas where I won the state lottery.",B
2406,How can you expect to not to fail if you didn't study for the test at all?.,"A. Fred built an immense fortune by swindling others, but he lost it all when someone swindled him.
B. To secure the best batch, let's go to the farmer's market early as the remaining options may not be as favorable.
C. The chef picks out a dish from his list of simpler recipies for the less adventurous customer.
D. She tried to hand over the hardest part of the assignment on me so she doesn't have to do it.",A
2407,How can you expect to not to fail if you didn't study for the test at all?.,"A. Sarah wanted to book the honeymoon tickets before she had even been proposed to.
B. He spent years trying to avoid paying taxes, and now he's facing nearly 10 years in prison for it.
C. I've heard that the defense lawyer has a fresh eyewitness who was previously unknown.
D. Sam is scared of speaking to strangers but she wants to build up the courage and try it out.",B
2408,How can you expect to not to fail if you didn't study for the test at all?.,"A. Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.
B. Sally always gets so happy and comfortable whenever Sharon is around.
C. John brought out one dish after another onto the dining room table. Soon, all the guests began gathering around.
D. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.",D
2409,How can you expect to not to fail if you didn't study for the test at all?.,"A. I have set my mind to go through the spreadsheets by Monday and I am working for it hook, line and sinker.
B. She's a representative of California for crying out loud! How do you not recognize her?.
C. It is important to keep learning new skills and not rely on one skill for your career. With emerging technology, current skills may become outdated in the future.
D. The boy who cried wolf got his comeuppance once the wolves really came.",D
2410,"Fred built an immense fortune by swindling others, but he lost it all when someone swindled him.","A. It is better to gauge others before taking such political stands these days. You never know who is on your side and who will cause you harm for it.
B. Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.
C. The director finally completed the film, having done everything in his power to get the film released and bankrupting his production company.
D. If you don’t go to sleep early, you will wake up late. As you sow, so shall you reap.",D
2411,"Fred built an immense fortune by swindling others, but he lost it all when someone swindled him.","A. How can you expect to not to fail if you didn't study for the test at all?.
B. Don't let his clothes fool you. He may dress himself in simple clothes without logos, but he is actually a millionaire.
C. Sally had to gather the strength to be the pillar of support for her parents when her only sibling passed away.
D. Between six and eight in the morning is when most of the museum visitors arrive. So, you should come one hour before then to avoid the crowd.",A
2412,"Fred built an immense fortune by swindling others, but he lost it all when someone swindled him.","A. Jane advised a worried Jill that she would feel better after owning up to the mistake.
B. She wanted to buy a dress in case someone asked her to the dance, but I told her not to count her chickens before they hatched.
C. He spent years trying to avoid paying taxes, and now he's facing nearly 10 years in prison for it.
D. No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.",C
2413,"Fred built an immense fortune by swindling others, but he lost it all when someone swindled him.","A. Samantha was more than happy when she realised David had kept her trust by not going to the event.
B. Don’t rush through your assignment, remember haste makes waste.
C. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.
D. He is so engrossed in his work that he is missing out on his personal life and his family.",C
