Index,Sentence,Options,Label
241,Philip avoided the chores by pretending to be busy until his mother realised he had no work and made him do the chores all week.,"A. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.
B. Andy played hooky from work for a week saying he was sick, now he is on very thin ice according to his boss.
C. Philip needed an entire day of focus to finish the project that he switched off all of his devices.
D. Every cigarette you smoked is a threat to your health.",B
242,"The group had lied about one of them being out of town to avoid the meeting, but the professor discerned the truth and decided to deduct marks on the project.","A. The manager saw that Silvy was passing on her clients for hair appointments to other professionals but was showing up for tips; she decided to fire her the next time.
B. She's a representative of California for crying out loud! How do you not recognize her?.
C. My sister cannot sleep in a dark room due to her fears, but she wants to challenge herself someday.
D. It is not acceptable to do a bad thing just because someone else has done it.",A
243,"For not submitting her homework on time, Amy falsely made up an excuse that her dog ate it but the professor decided to penalize her.","A. The lawyers who attended the business seminar talked amongst themselves.
B. The corporation threw in more and more money to fix the problem.
C. Philip avoided the chores by pretending to be busy until his mother realised he had no work and made him do the chores all week.
D. You can't drive a car with no fuel.",C
244,"He told his wife that he doesn’t want to rain on her parade, but they had to shift their vacation dates.","A. Rory could see the happiness on her mother's face when her brother called after ages.
B. She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.
C. I do not want to spoil your mood but I have to babysit my nephew today.
D. Sally spent the weekend relaxing following her sister's example. But it was not right choice as she had a lot of work to do.",C
245,I hate to inform you that your A in chemistry was actually a clerical error.,"A. I am sorry, but you would now have to present your work before you can go for the vacation.
B. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.
C. After years of working as a lawyer, Smith decided to quit and open a youtube channel for his singing videos.
D. He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.",A
246,I'm sorry to disappoint you but you're not allowed in this party anymore. You're on the blocklist!.,"A. I hate to inform you that your A in chemistry was actually a clerical error.
B. You should not be using your pen for gossip and rumors, even though other media reporters are doing so.
C. He is so engrossed in his work that he is missing out on his personal life and his family.
D. Philip avoided the chores by pretending to be busy until his mother realised he had no work and made him do the chores all week.",A
247,"I am sorry, but you would now have to present your work before you can go for the vacation.","A. A broken cup can no longer contain its coffee.
B. I'm sorry to disappoint you but you're not allowed in this party anymore. You're on the blocklist!.
C. Liam lied to get into the school; Lary did not. Liam had a difficult time trying to hide the deception as a result. But unlike Liam, Lary did not have to worry about anything else, so he had a terrific time.
D. She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.",B
248,The company was apologetic for not being able to pay the holiday bonus to employees.,"A. The life of royals looks glamorous from afar but it is not as happy and fun as it looks.
B. Enjoy the honeymoon period of your marriage as much as you can before it passes.
C. I have had a great time in college, but tomorrow I will be graduating.
D. I do not want to spoil your mood but I have to babysit my nephew today.",D
249,I do not want to spoil your mood but I have to babysit my nephew today.,"A. Let Sam share the story of the movie herself as she was the one who went to watch it.
B. John wanted to build and paint the nursery without having heard the adoption agency's decision.
C. I am sorry, but you would now have to present your work before you can go for the vacation.
D. The doctor had an important surgery the next day, so he asked the staff to not interrupt him with any minor tasks.",C
250,She's a representative of California for crying out loud! How do you not recognize her?.,"A. Don’t judge people based on appearances alone; appearances can be deceptive.
B. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.
C. The corporation threw in more and more money to fix the problem.
D. Gary started investing his money and time in creating a small garden for himself during the off season. Gary regrets not planning and starting during the spring and summer season when results are more visible.",B
251,Don't you know he is the president of the United States?!.,"A. Even if rain is on the forecast, keep watering your garden.
B. You wouldn't have these options once you move across the country, so work hard while you are here.
C. You must go immediately if you want to meet with the Senate. Otherwise, you'll struggle due to the traffic.
D. I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.",D
252,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"A. I am absolutely terrified of skydiving, but I think once in my life, I will give it a whirl.
B. Show some respect to your professor! He is a legend in his field.
C. The life of royals looks glamorous from afar but it is not as happy and fun as it looks.
D. I've heard that the defense lawyer has a fresh eyewitness who was previously unknown.",B
253,Show some respect to your professor! He is a legend in his field.,"A. The father told the son that it was his way or the highway when the son came back home drunk.
B. The presentation was such a mess! The presenters tried to convey a lot of information in such a short time that there was no clarity.
C. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.
D. Andy played hooky from work for a week saying he was sick, now he is on very thin ice according to his boss.",C
254,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"A. Just because your roommate never cleans up after himself doesn't mean you should too.
B. In for a penny, in for a pound, we need to stay up all night and get the report done since we cannot turn it in half-finished.
C. When Chris turned forty, he decided to live his life in the fast lane and quit his job for his hobbies.
D. Don't you know he is the president of the United States?!.",D
255,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"A. Every cigarette you smoked is a threat to your health.
B. Don't you know he is the president of the United States?!.
C. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.
D. We missed the bus, but it serves no use to be angry about it right now, so let's walk.",B
256,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","A. Walter failed his exam, but his father only responded, ""Son, don't cry over spilt milk,"" when he arrived.
B. Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.
C. Mary wanted a big dog house for the dogs but Peter couldn't afford to build her one so she made one from the carboard boxes.
D. Sam decided not to engage with Peter in a friendly manner anymore after he made fun of her about her insecurities.",B
257,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","A. How can you expect to not to fail if you didn't study for the test at all?.
B. Listen, losing weight is easier said than done, many people lack commitment.
C. The professor knows the students mostly copied the homework, but decides not to be strict about it.
D. Andy opened the window blinds to see the sun rising. The dark room was brighly lit in a few hours.",C
258,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","A. I've heard that the defense lawyer has a fresh eyewitness who was previously unknown.
B. He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.
C. Post graduation, Emily decided to not go for any jobs but instead chose to travel and paint for enjoyment.
D. The professor knows the students mostly copied the homework, but decides not to be strict about it.",D
259,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","A. John is rich and everyone is envious of his wealth. But he is also lonely as he has no one to share his life with.
B. The professor knows the students mostly copied the homework, but decides not to be strict about it.
C. Better to buy the sweets we are accustomed to than to try the new ones that might taste better.
D. Your friend going to the spa instead of doing her homework doesn't mean you can do it too.",B
260,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","A. She knows he's lying to her, but she's choosing to turn a blind eye to the situation.
B. I am afraid of walking on the streets at night but I will eventually do it one day once I start living alone.
C. Linda's demeanor changes whenever her husband is around. She feels she can be her true self whenever she's with him.
D. Be thankful for the sunshine this summer because it only appears briefly during the winter.",A
261,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","A. She worked for weeks on the project and got so exhausted that she decided to go on a vacation for a month.
B. The boy who cried wolf got his comeuppance once the wolves really came.
C. He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.
D. He slipped at the edge of the cliff but managed to hold on to the rock and was saved just in time.",C
262,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","A. Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.
B. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.
C. I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.
D. I think it’s better to compromise with your neighbour now instead of letting tensions simmer and allowing the problem to snowball.",A
263,"He never told her about his feelings but everytime he met her, he was caring towards her.","A. Even if rain is on the forecast, keep watering your garden.
B. Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.
C. Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.
D. Don't you know he is the president of the United States?!.",B
264,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"A. Even though it took me two weeks, I at least sent the letter.
B. You can't drive a car with no fuel.
C. Larry was upset even months after breaking up with Samantha. So, Mary, his sister finally told him that there is no point in dwelling over it since Samantha has moved on.
D. He never told her about his feelings but everytime he met her, he was caring towards her.",D
265,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","A. He never told her about his feelings but everytime he met her, he was caring towards her.
B. Resolving small issues in relationships immediately may prevent bigger troubles down the road.
C. The professor knows the students mostly copied the homework, but decides not to be strict about it.
D. You wouldn't have these options once you move across the country, so work hard while you are here.",A
266,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"A. Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.
B. The parents have been living happily ever since they decided not to go through the divorce.
C. I have set my mind to go through the spreadsheets by Monday and I am working for it hook, line and sinker.
D. All the songs on her album are amazing, but the last one is the one that ruins the vibe.",A
267,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"A. Every cigarette you smoked is a threat to your health.
B. A friend of mine who had failed 12th grade for the last five years, finally succeeded to pass.
C. Andy played hooky from work for a week saying he was sick, now he is on very thin ice according to his boss.
D. He never told her about his feelings but everytime he met her, he was caring towards her.",D
268,A forest grew near the river.,"A. After seeing Tim being disappointed over not making the basketball team, Barry advised him to stray away from his emotions and work hard to try again next year.
B. Even if rain is on the forecast, keep watering your garden.
C. It is better to use a map with directions than reading the instructions on how to arrive at the event.
D. John brought out one dish after another onto the dining room table. Soon, all the guests began gathering around.",D
269,Many students came to study under the guru.,"A. Sally had to gather the strength to be the pillar of support for her parents when her only sibling passed away.
B. He attacked every point in my argument.
C. The way the book is written, I get distracted by the peculiar grammar and word choice and can't learn anything from it.
D. Andy opened the window blinds to see the sun rising. The dark room was brighly lit in a few hours.",D
270,"John brought out one dish after another onto the dining room table. Soon, all the guests began gathering around.","A. In this part of town, there are always guys trying to deceitfully pass off cheap watches as authentic Rolexes.
B. Andy opened the window blinds to see the sun rising. The dark room was brighly lit in a few hours.
C. All the people who had the same interests at the conference were socializing together.
D. When Juli's favorite tree had fallen over, her father created a painting of it and said there was nothing else they could do.",B
271,Mary collected so many books over the years that she eventually had enough to make her own library.,"A. A large suburban community has developed outside the city center over the past few decades.
B. I wanted to go out for dinner but I had no money and had to eat the left-over rice from last night.
C. Let Mike share the incident with you as he is the one who went through it and will be able to give enough details.
D. He never told her about his feelings but everytime he met her, he was caring towards her.",A
272,Andy opened the window blinds to see the sun rising. The dark room was brighly lit in a few hours.,"A. John brought out one dish after another onto the dining room table. Soon, all the guests began gathering around.
B. The job was finally his after the last interview that went well.
C. He slipped at the edge of the cliff but managed to hold on to the rock and was saved just in time.
D. Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.",A
273,A large suburban community has developed outside the city center over the past few decades.,"A. A forest grew near the river.
B. Having cried the entire night she greeted everyone in the morning like sunshine.
C. The incharge was overjoyed to see that the floor had finally been cleaned properly by the new hire and was no longer slippery.
D. After losing half of the soldiers, they had no other option but to use the tank to fight.",A
274,Each blade of grass was a bayonet pointed firmly at our bare feet.,"A. I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.
B. Once she got bored and tired with the same old job, she decided to leave and opened up a restaurant.
C. Had she brought the chicken for the birthday party as planned, we wouldn't have got the chance to taste the delicious pasta she made.
D. The corporation threw in more and more money to fix the problem.",D
275,Every cigarette you smoked is a threat to your health.,"A. Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.
B. Her ideas were challenged as she read book after book.
C. You can't write from an inkless pen.
D. Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.",B
276,He attacked every point in my argument.,"A. It is better to use a map with directions than reading the instructions on how to arrive at the event.
B. He knocked the nail into the wall with a hammer.
C. After seeing Tim being disappointed over not making the basketball team, Barry advised him to stray away from his emotions and work hard to try again next year.
D. Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.",B
277,The strong winds snapped many of the cables supporting the cellphone tower.,"A. A succession of waves battered the rock.
B. The chef picks out a dish from his list of simpler recipies for the less adventurous customer.
C. She worked for weeks on the project and got so exhausted that she decided to go on a vacation for a month.
D. Mary collected so many books over the years that she eventually had enough to make her own library.",A
278,A succession of waves battered the rock.,"A. I hate to inform you that your A in chemistry was actually a clerical error.
B. Please don’t bother me today with any calls, I have bigger fish to fry.
C. The corporation threw in more and more money to fix the problem.
D. All the people who had the same interests at the conference were socializing together.",C
279,A string of unfortunate events had plagued the production of the play.,"A. He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.
B. He attacked every point in my argument.
C. Having received recognition from the management for his diligence, he got the promotion.
D. Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.",B
280,The economic depression was the combined result of several risky fiscal policies.,"A. Larry was upset even months after breaking up with Samantha. So, Mary, his sister finally told him that there is no point in dwelling over it since Samantha has moved on.
B. After months of hard campaigning, the politician had all but secured the election.
C. Don't you know he is the president of the United States?!.
D. He knocked the nail into the wall with a hammer.",D
281,The corporation threw in more and more money to fix the problem.,"A. Every cigarette you smoked is a threat to your health.
B. Although Lexi looks like an airhead, she is one of the wisest people I have ever met.
C. Had she brought the chicken for the birthday party as planned, we wouldn't have got the chance to taste the delicious pasta she made.
D. Harry prepared tirelessly for the final race and put in each and every ounce of energy he had into the training.",A
282,He knocked the nail into the wall with a hammer.,"A. Don’t invest all your money in the stock market, you should never put all your eggs in one basket.
B. Every cigarette you smoked is a threat to your health.
C. The weather finally became pleasant following the stormy week.
D. Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.",B
283,Her ideas were challenged as she read book after book.,"A. The strong winds snapped many of the cables supporting the cellphone tower.
B. You can't write from an inkless pen.
C. I took three years instead of one to finish the training program, but at least I have the credential now.
D. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.",A
284,It's hard to love with a broken heart.,"A. Lets meet him and ask about the robbery. Since he is the one who was robbed, it would be much more thrilling to hear.
B. Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.
C. Don't you know he is the president of the United States?!.
D. You can't drive a car with no fuel.",D
285,A broken cup can no longer contain its coffee.,"A. Normally I try to maintain a good work-life balance, but I worked all of last week non stop because I had 5 deadlines and I couldn't miss any of them.
B. Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.
C. John brought out one dish after another onto the dining room table. Soon, all the guests began gathering around.
D. one can't eat from a broken plate.",D
286,You can't pour from an empty cup.,"A. A succession of waves battered the rock.
B. Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.
C. Sally had to gather the strength to be the pillar of support for her parents when her only sibling passed away.
D. one can't eat from a broken plate.",D
287,A fallen tree cannot provide shade.,"A. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.
B. one can't eat from a broken plate.
C. I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.
D. If you had come earlier with your computer, it would have been possible to fix the malfunction. But now, you may need to buy a new one.",B
288,No light can be found from an unlit candle.,"A. A broken cup can no longer contain its coffee.
B. I would have preferred a house of my own rather than sharing, but beggars can't be choosers, I suppose.
C. After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.
D. Having cried the entire night she greeted everyone in the morning like sunshine.",A
289,You can't write from an inkless pen.,"A. He attacked every point in my argument.
B. It's hard to love with a broken heart.
C. Each blade of grass was a bayonet pointed firmly at our bare feet.
D. The teacher was ecstatic that he had finally succeeded in explaining the complex topic for the students.",B
290,You can't drive a car with no fuel.,"A. The drawing shows me at one glance, what a book can only show me in many pages.
B. You can't write from an inkless pen.
C. He danced off his sugar high then promptly fell asleep.
D. After years of working as a lawyer, Smith decided to quit and open a youtube channel for his singing videos.",B
291,one can't eat from a broken plate.,"A. You can't write from an inkless pen.
B. I am afraid of walking on the streets at night but I will eventually do it one day once I start living alone.
C. The strong winds snapped many of the cables supporting the cellphone tower.
D. He always argues on the silliest topics, it’s like he can’t see the wood for the trees.",A
292,The water is flowing from a large beaker to a smaller one through a narrow pipe.,"A. Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.
B. As the flame extinguished, it left behind a thin wisp of smoke.
C. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.
D. The savvy politician had a secret plan that could make him win. At the last moment, he revealed a scandalous secret about his opponent.",A
293,Lake Erie drains into Lake Ontario via the Niagara River.,"A. The water is flowing from a large beaker to a smaller one through a narrow pipe.
B. He was called on national television to talk about his crimes for everyone to listen directly from the serial killer.
C. I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.
D. Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.",A
294,The parent tries to instill bits of knowledge in their child by simple communication.,"A. My daughter creates problems for my mom in the afternoon if she has nothing else to do. After all, an idle brain is the devil’s workshop.
B. The water is flowing from a large beaker to a smaller one through a narrow pipe.
C. When Chris turned forty, he decided to live his life in the fast lane and quit his job for his hobbies.
D. The oldest laptop in the office is Lexi's. But she really enjoys using it.",B
295,"Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.","A. Just because your roommate never cleans up after himself doesn't mean you should too.
B. Jimmy was reassured after consulting with the professor about what courses to take next semester.
C. Part of the state budget comes from the federal government’s contentious spending package.
D. It would be better if you applied to several companies instead of just one.",C
296,Part of the state budget comes from the federal government’s contentious spending package.,"A. Let's forget what happened and work on the project together.
B. Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.
C. The war was finally over and the countries decided to maintain friendly relations with each other.
D. Sarah wanted to book the honeymoon tickets before she had even been proposed to.",B
297,My tiny daily coffee expenses are draining up all my income.,"A. Victor from school is always trying to sell old coins to me saying they are rare and valuable.
B. Lake Erie drains into Lake Ontario via the Niagara River.
C. I have set my mind to go through the spreadsheets by Monday and I am working for it hook, line and sinker.
D. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.",B
298,The father told the son that it was his way or the highway when the son came back home drunk.,"A. Sally has never been to the gym as she is afraid of lifting weights, but lately she's been showing interest and said she will start soon.
B. The game was won when the team broke the tie and scored their third goal.
C. The wife told the husband that since she is in charge of the kitchen, the family will eat what she makes or go hungry.
D. Now that we're friends, we can let bygones be bygones.",C
299,The management made it clear that the employees had to be on board with the new policies or they would be let go.,"A. Listen, losing weight is easier said than done, many people lack commitment.
B. Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.
C. You should not be using your pen for gossip and rumors, even though other media reporters are doing so.
D. The wife told the husband that since she is in charge of the kitchen, the family will eat what she makes or go hungry.",D
300,"The wife told the husband that since she is in charge of the kitchen, the family will eat what she makes or go hungry.","A. We should go early to the boutique on the day of their sale to get the best stuff. The early bird catches the worm!.
B. While a bed would be nice, I'm fine with sleeping on the sofa in the living room for now.
C. The management made it clear that the employees had to be on board with the new policies or they would be let go.
D. Claire always thought that Max was unkind and rude because of his edgy fashion sense. But once she learned how kind and sensitive he was, she was surprised.",C
301,The technical lead informed the team that they have to follow his ideas for the project to be completed without question or risk failure.,"A. You should have gone to the doctor earlier. They still could have cured you then.
B. You should not be using your pen for gossip and rumors, even though other media reporters are doing so.
C. The presentation was such a mess! The presenters tried to convey a lot of information in such a short time that there was no clarity.
D. I told my wife I will compromise on most of the things but on holidays I can do whatever I want.",D
302,I told my wife I will compromise on most of the things but on holidays I can do whatever I want.,"A. The wife told the husband that since she is in charge of the kitchen, the family will eat what she makes or go hungry.
B. Philip needed an entire day of focus to finish the project that he switched off all of his devices.
C. The students created a mess in the class when there was no teacher to monitor.
D. one can't eat from a broken plate.",A
303,"If the workers cannot work for 20 hours a week, they can quit.","A. The father told the son that it was his way or the highway when the son came back home drunk.
B. Mary collected so many books over the years that she eventually had enough to make her own library.
C. A succession of waves battered the rock.
D. The teacher was ecstatic that he had finally succeeded in explaining the complex topic for the students.",A
304,"Every evening, many drinkers get together in a bar near our home. You know, birds of a feather flock together.","A. We all begin our lives as a baby and slowly learn and grow.
B. The soccer club is divided into groups of people from the same region who practice often with each other.
C. Listen, losing weight is easier said than done, many people lack commitment.
D. Rory could see the happiness on her mother's face when her brother called after ages.",B
305,I love to talk to people who know about computers because I enjoy learning about computers.,"A. You may not like your job, but don't quit merely on the hope of finding a better one.
B. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.
C. The soccer club is divided into groups of people from the same region who practice often with each other.
D. The students created a mess in the class when there was no teacher to monitor.",C
306,"The fancy Michelin-star restaurant seems to attract a homogeneous clientele, who all appear to wear the same fashion and be around the same age.","A. Part of the state budget comes from the federal government’s contentious spending package.
B. I love to talk to people who know about computers because I enjoy learning about computers.
C. Frank finally had a good sleep in his childhood bed when he returned to the familiarity of his home country after years of working in faraway lands.
D. A soft breeze blew after the gust of wind shook down the shacks.",B
307,The lawyers who attended the business seminar talked amongst themselves.,"A. Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.
B. The poker player liked the hand he was dealt and kept calling until he had staked all his money.
C. The soccer club is divided into groups of people from the same region who practice often with each other.
D. After getting fired and having nothing else to do, Kate spent her days imagining schemes to get the boss fired.",C
308,The soccer club is divided into groups of people from the same region who practice often with each other.,"A. He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.
B. We have been waiting for you for 3 hours, but that's okay. It’s better late than never.
C. Every evening, many drinkers get together in a bar near our home. You know, birds of a feather flock together.
D. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.",C
309,All the people who had the same interests at the conference were socializing together.,"A. Every evening, many drinkers get together in a bar near our home. You know, birds of a feather flock together.
B. The group managed to finish the project just in time and submitted the report two minutes before the deadline.
C. The way the book is written, I get distracted by the peculiar grammar and word choice and can't learn anything from it.
D. You can't drive a car with no fuel.",A
310,"You can’t just sell all of your shares when the market is low; look before you leap. Tomorrow, it is possible the shares may rebound.","A. For not submitting her homework on time, Amy falsely made up an excuse that her dog ate it but the professor decided to penalize her.
B. No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.
C. He was depending heavily on the success of his venture, but when it failed, he was ruined. He realized that he should have had other backup plans.
D. In familiy planning, it's wise not to trust just one childcare method. Different parenting styles contribute to a well-rounded upbringing.",B
311,It is better to gauge others before taking such political stands these days. You never know who is on your side and who will cause you harm for it.,"A. While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.
B. The parents have been living happily ever since they decided not to go through the divorce.
C. People in the village say that the house is haunted by the ghost of the lady that lived here many years back. So, my father decides to wait to buy it so he can take more opinions from different people.
D. The baby looks as snug as a bug in a rug next to her mother.",C
312,"People in the village say that the house is haunted by the ghost of the lady that lived here many years back. So, my father decides to wait to buy it so he can take more opinions from different people.","A. No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.
B. Samantha was more than happy when she realised David had kept her trust by not going to the event.
C. Andy opened the window blinds to see the sun rising. The dark room was brighly lit in a few hours.
D. While a bed would be nice, I'm fine with sleeping on the sofa in the living room for now.",A
313,Gary started investing his money and time in creating a small garden for himself during the off season. Gary regrets not planning and starting during the spring and summer season when results are more visible.,"A. You can’t just sell all of your shares when the market is low; look before you leap. Tomorrow, it is possible the shares may rebound.
B. Mary stopped talking to Amy because of the way she spoke to her last time.
C. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.
D. Once she got bored and tired with the same old job, she decided to leave and opened up a restaurant.",A
314,"No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.","A. I hold it against him for not treating me with respect.
B. As the flame extinguished, it left behind a thin wisp of smoke.
C. People in the village say that the house is haunted by the ghost of the lady that lived here many years back. So, my father decides to wait to buy it so he can take more opinions from different people.
D. The charming so-called CEO later proved to be the wrong choice to make a deal with. Turns out his promises were only empty words.",C
315,Samantha should not spend all her savings on the flight tickets during the holidays. She should wait and check after a few months when the prices are low.,"A. You may not like your job, but don't quit merely on the hope of finding a better one.
B. Gary started investing his money and time in creating a small garden for himself during the off season. Gary regrets not planning and starting during the spring and summer season when results are more visible.
C. Don't you know he is the president of the United States?!.
D. Victor thought acting is an easy and useless job until he joined a theater class and performed for the first time. He realised it is an art form not everyone can master.",B
316,The deal was finally in the bag after a few rounds of tough negotiations.,"A. In for a penny, in for a pound, we need to stay up all night and get the report done since we cannot turn it in half-finished.
B. The game was won when the team broke the tie and scored their third goal.
C. She tried to hand over the hardest part of the assignment on me so she doesn't have to do it.
D. Linda's demeanor changes whenever her husband is around. She feels she can be her true self whenever she's with him.",B
317,The game was won when the team broke the tie and scored their third goal.,"A. If my project partner hadn't gotten sick I never would have need to finish the entire assignment on my own by working day and night.
B. You should have gone to the doctor earlier. They still could have cured you then.
C. I am afraid of walking on the streets at night but I will eventually do it one day once I start living alone.
D. The deal was finally in the bag after a few rounds of tough negotiations.",D
318,"After months of hard campaigning, the politician had all but secured the election.","A. The game was won when the team broke the tie and scored their third goal.
B. Although Lexi looks like an airhead, she is one of the wisest people I have ever met.
C. Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.
D. He collapsed after he ran for the marathon.",A
319,The job was finally his after the last interview that went well.,"A. I am sorry, but you would now have to present your work before you can go for the vacation.
B. Sally spent the weekend relaxing following her sister's example. But it was not right choice as she had a lot of work to do.
C. Now that we're friends, we can let bygones be bygones.
D. After months of hard campaigning, the politician had all but secured the election.",D
320,"Everyone thought that he would lose, but he made a comeback through herculean effort.","A. The way he's obsessing over one doorknob when we're renovating the entire house makes me think that he can't see the larger picture.
B. The way the book is written, I get distracted by the peculiar grammar and word choice and can't learn anything from it.
C. The game was won when the team broke the tie and scored their third goal.
D. You can't write from an inkless pen.",C
321,"Having received recognition from the management for his diligence, he got the promotion.","A. My pet dog is down for the count after playing the whole day with the frisbee.
B. When the site was just discovered and undeveloped, Larry was able to purchase the home for a low price. Now, the price has risen to the point where even Will cannot afford it.
C. As someone with social anxiety, joining the debate club many years ago led me to become a powerful and persuasive public speaker.
D. The deal was finally in the bag after a few rounds of tough negotiations.",D
322,"They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.","A. Don’t invest all your money in the stock market, you should never put all your eggs in one basket.
B. All the songs on her album are amazing, but the last one is the one that ruins the vibe.
C. If you had come earlier with your computer, it would have been possible to fix the malfunction. But now, you may need to buy a new one.
D. The incharge was overjoyed to see that the floor had finally been cleaned properly by the new hire and was no longer slippery.",B
323,Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.,"A. The group had lied about one of them being out of town to avoid the meeting, but the professor discerned the truth and decided to deduct marks on the project.
B. Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.
C. I can see that you are beside yourself with joy at being selected for the job, congratulations.
D. It looks like fun but it is actually a struggle to move to a different country. You should count your blessings.",B
324,Jim is the only one from our group who has engaged in any sort of criminal activity. Only Jim has ever spent time in jail.,"A. Larry was so attached to the idea of working for Frank that no other employer could convince him otherwise.
B. My sister cannot sleep in a dark room due to her fears, but she wants to challenge herself someday.
C. My tiny daily coffee expenses are draining up all my income.
D. The A team is the best one as it has the best players except Ron, who often negates the others' efforts.",D
325,"Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.","A. Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.
B. We have been waiting for you for 3 hours, but that's okay. It’s better late than never.
C. Sandy is the only one who doesn't show up to the dance class and one of us is always without a partner because of it.
D. The corporation threw in more and more money to fix the problem.",C
326,"The A team is the best one as it has the best players except Ron, who often negates the others' efforts.","A. A large suburban community has developed outside the city center over the past few decades.
B. All the songs on her album are amazing, but the last one is the one that ruins the vibe.
C. He is so engrossed in his work that he is missing out on his personal life and his family.
D. Jane advised a worried Jill that she would feel better after owning up to the mistake.",B
